year,e_pop_num,e_prev_100k,e_inc_100k,
1996,1989709,49,33,
1997,1988790,38,28,
1998,1988806,36,26,
1999,1989178,34,24,
2000,1989545,28,21,
2001,1989732,29,21,
2002,1990090,28,20,
2003,1991368,22,16,
2004,1994578,19,14,
2005,2000349,23,15,
2006,2009036,15,12,
2007,2020156,17,12,
2008,2032470,17,12,
2009,2044248,15,10,
2010,2054232,13,9.5,
2011,2061952,15,10,
2012,2067717,9,7.5,
1990,311849,619,312,
1991,320764,586,296,
1992,329984,555,281,
1993,339490,526,267,
1994,349250,500,253,
1995,359236,473,240,
1996,369439,450,228,
1997,379861,427,216,
1998,390493,405,205,
1999,401323,385,195,
2000,412336,364,185,
2001,423529,344,175,
2002,434880,319,166,
2003,446335,295,158,
2004,457827,273,150,
2005,469306,251,142,
2006,480745,231,135,
2007,492148,214,128,
2008,503541,198,121,
2009,514964,184,115,
2010,526447,171,108,
2011,537997,160,103,
2012,549598,151,97,
1990,6321615,732,285,
1991,6319531,718,285,
1992,6294017,704,285,
1993,6269244,690,285,
1994,6278911,676,285,
1995,6346440,663,285,
1996,6481035,654,285,
1997,6673254,642,285,
1998,6904978,629,285,
1999,7149044,619,285,
2000,7385416,604,285,
2001,7609265,592,285,
2002,7825924,576,285,
2003,8037706,559,285,
2004,8249965,544,285,
2005,8466938,537,285,
2006,8687671,536,285,
2007,8910851,536,285,
2008,9140259,541,285,
2009,9380854,546,285,
2010,9636173,555,286,
2011,9907903,566,286,
2012,10195134,581,286,
1990,36793490,475,301,
1991,37693622,475,301,
1992,38649664,473,302,
1993,39623496,461,305,
1994,40561776,444,309,
1995,41426810,427,317,
1996,42204043,415,332,
1997,42906581,417,360,
1998,43558285,443,406,
1999,44195890,496,479,
2000,44846286,568,576,
2001,45513217,644,683,
2002,46187794,694,780,
2003,46869028,722,852,
2004,47553025,736,898,
2005,48235291,748,925,
2006,48919359,748,940,
2007,49602778,753,948,
2008,50267488,761,960,
2009,50889543,795,971,
2010,51452352,803,981,
2011,51949041,831,993,
2012,52385920,857,1003,
2011,10381110,268,146,
2012,10837527,257,146,
1990,38883045,28,22,
1991,38972944,37,27,
1992,39079959,41,29,
1993,39196948,38,28,
1994,39312212,35,27,
1995,39420568,33,26,
1996,39513721,30,24,
1997,39603778,38,27,
1998,39729942,36,26,
1999,39944692,32,24,
2000,40282828,30,23,
2001,40756675,22,19,
2002,41346738,25,20,
2003,42015864,42,27,
2004,42710301,20,16,
2005,43387477,25,19,
2006,44038456,27,20,
2007,44664067,24,19,
2008,45243381,27,20,
2009,45754265,26,19,
2010,46182038,22,17,
2011,46514117,21,16,
2012,46754541,17,14,
1990,17323977,118,66,
1991,17532866,121,66,
1992,17733304,122,66,
1993,17921207,124,66,
1994,18091477,124,66,
1995,18241711,125,66,
1996,18367795,124,66,
1997,18473862,123,66,
1998,18575763,121,66,
1999,18695041,119,66,
2000,18846401,115,66,
2001,19037119,112,66,
2002,19260853,110,66,
2003,19501969,109,66,
2004,19737578,109,66,
2005,19951291,108,66,
2006,20137560,108,66,
2007,20301912,107,66,
2008,20452387,107,66,
2009,20601663,107,66,
2010,20758779,108,66,
2011,20925532,108,66,
2012,21098099,109,66,
1990,25773020,386,170,
1991,26539208,360,167,
1992,27360740,342,166,
1993,28220914,324,163,
1994,29094529,307,160,
1995,29963988,296,158,
1996,30824141,288,154,
1997,31682982,284,152,
1998,32551853,281,149,
1999,33447666,272,147,
2000,34382782,262,144,
2001,35359265,253,142,
2002,36373247,246,140,
2003,37423884,239,137,
2004,38508752,235,135,
2005,39625222,226,133,
2006,40774428,219,129,
2007,41954986,217,126,
2008,43158451,217,124,
2009,44373749,213,121,
2010,45592931,210,119,
2011,36430923,209,117,
2012,37195349,207,114,
1990,406764,129,63,
1991,412884,144,71,
1992,418700,154,78,
1993,424326,158,84,
1994,429968,160,88,
1995,435776,157,92,
1996,441734,154,94,
1997,447771,149,95,
1998,453920,144,94,
1999,460215,136,91,
2000,466668,128,86,
2001,473312,121,82,
2002,480099,112,76,
2003,486867,106,71,
2004,493394,100,67,
2005,499523,94,63,
2006,505186,88,59,
2007,510433,82,56,
2008,515372,77,52,
2009,520173,71,49,
2010,524960,66,46,
2011,529761,62,44,
2012,534541,58,41,
1990,862728,397,267,
1991,887248,378,264,
1992,907947,351,261,
1993,926224,333,269,
1994,944223,336,294,
1995,963428,357,337,
1996,984506,384,397,
1997,1006760,416,472,
1998,1028694,455,568,
1999,1048151,515,685,
2000,1063715,573,803,
2001,1074761,624,911,
2002,1082183,668,1000,
2003,1087929,691,1072,
2004,1094758,673,1120,
2005,1104642,666,1147,
2006,1118253,696,1171,
2007,1134977,737,1198,
2008,1153929,749,1227,
2009,1173678,757,1257,
2010,1193148,751,1287,
2011,1212159,870,1317,
2012,1230985,907,1349,
1990,8559107,10,7.5,
1991,8616535,8.9,7,
1992,8677787,12,8.1,
1993,8737500,12,8.1,
1994,8788696,9.6,7,
1995,8826720,11,7.3,
1996,8849420,8.7,6.5,
1997,8859106,7.8,5.9,
1998,8861204,7.9,5.8,
1999,8863595,9.3,6.2,
2000,8872284,7.5,5.4,
2001,8888444,6.8,5.1,
2002,8911156,6.1,4.8,
2003,8941754,6.7,5.1,
2004,8981282,7.5,5.5,
2005,9030163,11,6.9,
2006,9089677,8.7,6.2,
2007,9159155,7.3,5.8,
2008,9234561,8.7,6.4,
2009,9310295,12,7.7,
2010,9382297,11,7.6,
2011,9448965,8.4,6.6,
2012,9511313,9.6,7.2,
1990,6673920,31,22,
1991,6739995,27,19,
1992,6814186,22,17,
1993,6890300,20,16,
1994,6959860,21,15,
1995,7017042,18,14,
1996,7059633,16,12,
1997,7090176,17,12,
1998,7113505,18,12,
1999,7136813,17,12,
2000,7165581,12,9.3,
2001,7200783,11,8.8,
2002,7241511,13,9.4,
2003,7289079,13,9,
2004,7344597,12,8.6,
2005,7408608,11,8,
2006,7482167,9.6,7.3,
2007,7564712,7.6,6.4,
2008,7653062,9.3,7,
2009,7742768,11,7.5,
2010,7830534,11,7.5,
2011,7915200,11,7.6,
2012,7997399,7.1,6,
1990,12451539,86,61,
1991,12818302,82,57,
1992,13187960,78,54,
1993,13562742,73,51,
1994,13945646,69,49,
1995,14338240,65,46,
1996,14746306,60,43,
1997,15168523,56,41,
1998,15591261,51,39,
1999,15995760,47,37,
2000,16371208,43,35,
2001,16700984,40,33,
2002,16994676,37,31,
2003,17298476,36,29,
2004,17676012,34,28,
2005,18167367,33,26,
2006,18804914,31,25,
2007,19561477,30,24,
2008,20346056,28,22,
2009,21031546,27,21,
2010,21532647,26,20,
2011,21804363,25,19,
2012,21889682,24,18,
1990,5297286,115,70,
1991,5417554,160,84,
1992,5523207,205,99,
1993,5616797,248,115,
1994,5702611,291,132,
1995,5784330,332,148,
1996,5862347,372,166,
1997,5937177,414,185,
1998,6012933,444,201,
1999,6094661,465,213,
2000,6186152,476,220,
2001,6289340,469,221,
2002,6404118,448,218,
2003,6529609,431,214,
2004,6663929,408,208,
2005,6805655,382,200,
2006,6954522,362,195,
2007,7111025,350,192,
2008,7275252,341,190,
2009,7447396,338,190,
2010,7627326,340,191,
2011,7814850,350,193,
2012,8008990,,,
1990,56582726,227,138,
1991,57184324,215,132,
1992,57661001,215,130,
1993,58069612,216,129,
1994,58491145,216,129,
1995,58983954,217,130,
1996,59562136,228,134,
1997,60206941,246,142,
1998,60903042,260,150,
1999,61623143,276,161,
2000,62343379,286,171,
2001,63069070,285,173,
2002,63797841,280,174,
2003,64488338,271,171,
2004,65087400,254,164,
2005,65559487,236,154,
2006,65883961,222,147,
2007,66076927,208,141,
2008,66185340,202,139,
2009,66277335,187,132,
2010,66402316,179,128,
2011,66576332,168,124,
2012,66785001,159,119,
1990,2009710,167,81,
1991,2004813,136,76,
1992,1993080,108,71,
1993,1978999,84,66,
1994,1968851,71,62,
1995,1967013,81,58,
1996,1975207,84,54,
1997,1991687,81,51,
1998,2013117,77,47,
1999,2034487,70,44,
2000,2052129,61,41,
2001,2065098,53,39,
2002,2074441,47,36,
2003,2080866,41,34,
2004,2085728,36,32,
2005,2090044,33,30,
2006,2093801,31,28,
2007,2096620,29,26,
2008,2098769,27,24,
2009,2100558,26,23,
2010,2102216,26,21,
2011,2103890,25,20,
2012,2105575,26,18,
2002,899367,817,498,
2003,933369,759,498,
2004,966987,726,498,
2005,995619,722,498,
2006,1018013,766,498,
2007,1035706,789,498,
2008,1050244,753,498,
2009,1064191,687,498,
2010,1079450,666,498,
2011,1096293,689,498,
2012,1114106,758,498,
1990,3787602,71,47,
1991,3887716,75,49,
1992,3985364,79,51,
1993,4082422,84,53,
1994,4181481,88,55,
1995,4284497,92,58,
1996,4392177,96,61,
1997,4504291,101,64,
1998,4620710,105,66,
1999,4740974,110,69,
2000,4864753,114,72,
2001,4992225,116,74,
2002,5123674,115,76,
2003,5258956,113,77,
2004,5397851,110,77,
2005,5540214,107,77,
2006,5685845,104,76,
2007,5834806,100,74,
2008,5987491,98,73,
2009,6144457,90,69,
2010,6306014,99,73,
2011,6472304,102,73,
2012,6642928,104,73,
1990,1609,85,72,
1991,1583,78,65,
1992,1558,71,59,
1993,1538,66,52,
1994,1524,60,45,
1995,1520,54,39,
1996,1529,50,33,
1997,1548,46,27,
1998,1566,42,22,
1999,1571,38,17,
2000,1552,32,13,
2001,1504,23,9.1,
2002,1434,14,5.8,
2003,1351,7.4,3,
2004,1272,1.3,0.53,
2005,1210,0.26,0,
2006,1167,0.57,0,
2007,1141,0.27,0,
2008,1130,,0,
2009,1129,,0,
2010,1135,,0,
2011,1148,,0,
2012,1169,,0,
1990,95165,59,38,
1991,95321,56,37,
1992,95443,53,36,
1993,95560,51,35,
1994,95712,49,34,
1995,95928,46,33,
1996,96218,45,32,
1997,96574,44,31,
1998,96991,42,30,
1999,97457,41,29,
2000,97962,39,28,
2001,98504,38,27,
2002,99083,36,26,
2003,99691,35,25,
2004,100319,34,24,
2005,100960,32,22,
2006,101617,31,21,
2007,102289,32,20,
2008,102947,31,19,
2009,103557,29,18,
2010,104098,28,17,
2011,104554,27,16,
2012,104941,26,14,
1990,1221904,17,11,
1991,1229906,20,13,
1992,1237486,18,13,
1993,1244410,14,10,
1994,1250316,15,12,
1995,1255001,19,15,
1996,1258365,25,19,
1997,1260677,35,24,
1998,1262544,22,18,
1999,1264781,17,14,
2000,1267980,23,18,
2001,1272347,24,19,
2002,1277723,14,12,
2003,1283868,14,13,
2004,1290379,19,16,
2005,1296933,15,15,
2006,1303478,27,20,
2007,1310040,22,19,
2008,1316449,31,24,
2009,1322518,29,24,
2010,1328095,20,19,
2011,1333082,20,19,
2012,1337439,28,24,
1990,8135302,39,29,
1991,8319297,41,30,
1992,8499285,42,30,
1993,8672158,43,31,
1994,8834117,43,31,
1995,8982649,43,31,
1996,9116617,42,30,
1997,9237249,40,29,
1998,9347451,38,27,
1999,9451481,36,26,
2000,9552776,35,25,
2001,9652120,34,24,
2002,9749636,33,24,
2003,9847323,32,23,
2004,9947369,32,23,
2005,10051352,33,23,
2006,10160243,34,24,
2007,10273932,35,25,
2008,10391460,36,25,
2009,10511204,37,27,
2010,10631830,39,28,
2011,10753073,41,30,
2012,10874915,41,31,
1990,53994605,51,52,
1991,54911233,51,53,
1992,55815175,50,52,
1993,56713073,50,50,
1994,57613441,56,47,
1995,58522320,58,45,
1996,59442502,56,39,
1997,60372413,56,49,
1998,61308204,49,48,
1999,62243779,47,41,
2000,63174483,45,33,
2001,64100297,42,31,
2002,65022300,38,32,
2003,65938265,34,31,
2004,66845635,30,30,
2005,67743052,28,34,
2006,68626337,26,33,
2007,69496513,25,31,
2008,70363511,25,29,
2009,71241080,25,27,
2010,72137546,24,25,
2011,73058638,24,24,
2012,73997128,23,22,
1990,3668000,152,95,
1991,3772350,186,107,
1992,3881973,218,120,
1993,3991917,248,133,
1994,4095512,277,145,
1995,4188010,302,157,
1996,4267690,326,169,
1997,4335991,351,182,
1998,4395293,371,192,
1999,4449427,387,201,
2000,4501419,400,209,
2001,4551762,404,211,
2002,4600171,398,208,
2003,4648037,383,199,
2004,4696876,364,188,
2005,4747839,333,175,
2006,4801595,297,159,
2007,4858236,264,145,
2008,4917543,233,131,
2009,4978962,199,117,
2010,5041995,166,103,
2011,5106668,133,89,
2012,5172931,99,75,
1990,11550,,0,
1991,12205,,0,
1992,12970,11,0,
1993,13793,25,0,
1994,14597,37,18,
1995,15334,47,36,
1996,15967,64,55,
1997,16527,98,73,
1998,17114,137,91,
1999,17866,189,109,
2000,18876,86,63,
2001,20186,47,17,
2002,21740,39,16,
2003,23412,37,29,
2004,25025,45,29,
2005,26450,47,29,
2006,27642,47,29,
2007,28638,42,27,
2008,29481,37,26,
2009,30247,31,24,
2010,30993,24,22,
2011,31726,47,33,
2012,32427,32,28,
1990,9004,921,536,
1991,9056,863,515,
1992,9103,814,494,
1993,9148,772,475,
1994,9188,740,456,
1995,9227,711,437,
1996,9264,691,420,
1997,9298,681,403,
1998,9334,669,387,
1999,9374,649,372,
2000,9419,626,357,
2001,9471,604,343,
2002,9530,574,329,
2003,9590,538,316,
2004,9646,504,303,
2005,9694,480,291,
2006,9732,460,279,
2007,9764,343,230,
2008,9788,315,217,
2009,9808,348,229,
2010,9827,222,178,
2011,9844,176,152,
2012,9860,377,241,
1990,17534839,492,624,
1991,18156095,470,610,
1992,18788440,450,594,
1993,19430461,440,578,
1994,20081152,430,560,
1995,20740726,429,542,
1996,21407693,419,523,
1997,22084527,412,502,
1998,22780451,402,478,
1999,23507800,394,453,
2000,24275641,380,427,
2001,25088033,362,400,
2002,25943441,349,374,
2003,26838428,332,350,
2004,27766986,311,326,
2005,28724869,305,304,
2006,29711397,289,283,
2007,30728747,253,263,
2008,31778799,234,244,
2009,32864328,222,226,
2010,33987213,207,209,
2011,35148064,192,193,
2012,36345860,175,179,
1990,51658594,65,45,
1991,51678509,83,50,
1992,51647501,97,55,
1993,51555398,110,61,
1994,51390495,123,68,
1995,51146967,135,74,
1996,50821019,148,82,
1997,50421998,163,90,
1998,49974187,172,97,
1999,49510626,171,103,
2000,49057226,164,108,
2001,48620596,161,113,
2002,48200504,161,117,
2003,47807199,158,120,
2004,47450472,158,121,
2005,47135932,159,121,
2006,46871328,161,120,
2007,46653183,158,117,
2008,46461350,152,112,
2009,46267306,152,110,
2010,46050220,149,105,
2011,45802721,144,99,
2012,45529944,137,93,
1990,1806498,22,12,
1991,1908002,22,12,
1992,2012977,22,12,
1993,2121143,22,12,
1994,2232159,22,12,
1995,2346305,22,12,
1996,2470810,22,12,
1997,2608993,22,12,
1998,2753498,22,12,
1999,2893648,22,12,
2000,3026352,22,12,
2001,3132104,5.4,4.7,
2002,3223969,9.4,5.6,
2003,3369254,14,6.9,
2004,3658658,10,5,
2005,4148883,11,5,
2006,4875639,7.4,3.7,
2007,5797347,6.6,3.3,
2008,6798635,5.2,2.7,
2009,7718319,6.2,3,
2010,8441537,6.2,3.1,
2011,8925096,4.2,2.3,
2012,9205651,2.4,1.7,
1990,57214478,15,12,
1991,57367467,16,12,
1992,57520270,17,12,
1993,57674335,18,13,
1994,57832501,16,12,
1995,57997197,16,12,
1996,58168519,16,12,
1997,58346633,17,12,
1998,58534306,16,12,
1999,58735006,16,12,
2000,58951444,16,12,
2001,59183774,14,11,
2002,59431937,18,13,
2003,59697954,18,13,
2004,59984118,17,13,
2005,60291414,21,15,
2006,60620907,21,15,
2007,60970360,19,15,
2008,61333257,20,15,
2009,61700797,23,16,
2010,62066350,18,14,
2011,62426923,20,15,
2012,62783115,20,15,
1990,25484814,368,226,
1991,26337403,336,226,
1992,27236099,309,226,
1993,28157055,287,226,
1994,29067333,268,226,
1995,29944302,254,226,
1996,30780453,241,226,
1997,31586039,231,226,
1998,32378333,228,228,
1999,33183093,230,232,
2000,34020512,234,236,
2001,34895398,239,239,
2002,35806497,241,239,
2003,36760831,238,235,
2004,37765139,226,225,
2005,38824384,211,213,
2006,39942347,198,200,
2007,41119693,195,192,
2008,42353790,201,190,
2009,43639752,193,183,
2010,44973330,190,177,
2011,46354607,183,169,
2012,47783107,176,165,
1990,254506647,15,12,
1991,257076988,16,12,
1992,259652287,16,12,
1993,262290373,15,11,
1994,265070064,14,11,
1995,268039654,13,9.8,
1996,271231546,12,9,
1997,274606475,11,8.3,
1998,278053607,9.9,7.6,
1999,281419130,9.5,7.2,
2000,284594395,8.6,6.6,
2001,287532638,8.5,6.4,
2002,290270187,7.8,6,
2003,292883010,7.7,5.8,
2004,295487267,7.4,5.6,
2005,298165797,7.2,5.4,
2006,300942917,7,5.3,
2007,303786752,6.7,5,
2008,306657153,6.5,4.8,
2009,309491893,5.5,4.3,
2010,312247116,5.3,4.1,
2011,314911752,5,3.8,
2012,317505266,4.7,3.6,
1990,3109941,48,33,
1991,3131936,37,28,
1992,3154657,33,25,
1993,3177867,33,25,
1994,3201235,32,24,
1995,3224383,28,22,
1996,3247585,35,25,
1997,3270549,35,25,
1998,3291677,31,23,
1999,3308884,28,22,
2000,3320841,29,22,
2001,3326762,32,24,
2002,3327500,21,19,
2003,3325411,29,22,
2004,3323822,35,25,
2005,3325155,27,22,
2006,3330217,21,19,
2007,3338384,25,21,
2008,3348898,30,24,
2009,3360431,30,24,
2010,3371982,29,24,
2011,3383486,36,28,
2012,3395253,34,27,
1990,103253,5.6,4.5,
1991,103613,5.2,4.4,
1992,104342,7.4,6,
1993,105293,12,8,
1994,106241,18,11,
1995,107018,7.3,4.3,
1996,107589,12,8.6,
1997,108002,9.9,7.7,
1998,108271,9.9,7.7,
1999,108431,9.9,7.7,
2000,108511,9.9,7.7,
2001,108511,9.8,7.7,
2002,108422,9.9,7.7,
2003,108259,9.9,7.7,
2004,108034,9.9,7.7,
2005,107768,9.9,7.7,
2006,107458,9.9,7.7,
2007,107116,9.9,7.7,
2008,106788,9.9,7.7,
2009,106530,9.9,7.7,
2010,106382,9.9,7.7,
2011,106364,9.9,7.7,
2012,106462,9.9,7.7,
1990,20555113,262,125,
1991,21042262,295,138,
1992,21534297,329,152,
1993,22023116,369,167,
1994,22498069,408,183,
1995,22950898,447,200,
1996,23381250,494,219,
1997,23789736,548,241,
1998,24170760,591,260,
1999,24517962,627,276,
2000,24828562,647,287,
2001,25098636,642,288,
2002,25334021,622,283,
2003,25553928,590,273,
2004,25784397,542,256,
2005,26044401,485,233,
2006,26340696,430,211,
2007,26668950,379,189,
2008,27023200,324,167,
2009,27392784,274,144,
2010,27769270,227,122,
2011,28151746,183,101,
2012,28541423,135,78,
1990,146633,148,127,
1991,150779,352,203,
1992,155242,269,166,
1993,159814,107,95,
1994,164209,179,123,
1995,168236,97,63,
1996,171802,126,98,
1997,175004,233,140,
1998,178074,217,133,
1999,181346,108,88,
2000,185058,166,110,
2001,189285,205,123,
2002,193950,80,69,
2003,198952,90,69,
2004,204135,138,86,
2005,209375,134,83,
2006,214654,129,80,
2007,220001,124,77,
2008,225398,118,74,
2009,230833,92,72,
2010,236299,105,69,
2011,241778,97,67,
2012,247262,89,65,
1990,19740786,53,35,
1991,20218813,53,35,
1992,20691641,54,35,
1993,21160262,54,35,
1994,21626607,53,35,
1995,22092144,53,35,
1996,22556838,52,35,
1997,23020184,51,35,
1998,23482700,51,34,
1999,23945002,50,34,
2000,24407553,50,34,
2001,24870441,50,34,
2002,25333622,49,34,
2003,25797219,50,34,
2004,26261326,50,34,
2005,26725897,50,34,
2006,27190882,50,34,
2007,27655937,49,34,
2008,28120312,50,33,
2009,28583040,51,33,
2010,29043283,52,33,
2011,29500625,50,33,
2012,29954782,52,33,
1990,68909883,525,251,
1991,70402814,508,244,
1992,71899198,512,238,
1993,73363060,492,232,
1994,74747565,471,226,
1995,76020043,451,220,
1996,77166873,429,214,
1997,78199254,405,209,
1998,79140734,386,204,
1999,80027521,369,201,
2000,80887879,353,197,
2001,81728768,338,193,
2002,82547682,325,189,
2003,83352595,312,185,
2004,84150651,300,181,
2005,84947852,288,176,
2006,85747625,277,172,
2007,86553201,266,168,
2008,87369203,256,164,
2009,88199997,246,159,
2010,89047397,238,155,
2011,89913956,227,151,
2012,90795769,218,147,
1990,13880,201,156,
1991,13912,296,182,
1992,13955,105,33,
1993,14010,115,90,
1994,14074,132,90,
1995,14143,62,49,
1996,14221,92,65,
1997,14309,217,113,
1998,14394,82,58,
1999,14460,54,30,
2000,14497,63,15,
2001,14501,68,7.9,
2002,14476,287,151,
2003,14422,244,136,
2004,14344,123,88,
2005,14246,70,57,
2006,14126,62,30,
2007,13988,56,16,
2008,13840,51,35,
2009,13697,131,76,
2010,13565,42,36,
2011,13451,41,17,
2012,13353,117,65,
1990,2081347,8.6,6,
1991,2169247,22,13,
1992,2265537,11,8.3,
1993,2369762,14,9.7,
1994,2481112,11,8.8,
1995,2598393,10,8.6,
1996,2722497,9.8,7.7,
1997,2851993,10,8.6,
1998,2980563,21,13,
1999,3099951,14,10,
2000,3204572,14,10,
2001,3291620,13,9.6,
2002,3363542,11,8.6,
2003,3426549,12,8.5,
2004,3489743,12,8.1,
2005,3559856,8.1,6.5,
2006,3638829,7,5.8,
2007,3725076,9.4,6.6,
2008,3817551,6.2,5.2,
2009,3914035,6.9,5.5,
2010,4012880,6.1,5.3,
2011,4114199,8.3,6.3,
2012,4218771,11,7.6,
1990,11790249,293,137,
1991,12384543,277,137,
1992,13040955,262,137,
1993,13726827,251,137,
1994,14396720,243,137,
1995,15018201,239,137,
1996,15578640,237,137,
1997,16088019,239,137,
1998,16564235,224,130,
1999,17035531,210,123,
2000,17522537,198,116,
2001,18029989,186,108,
2002,18551068,175,101,
2003,19081306,165,94,
2004,19612696,155,87,
2005,20139661,142,81,
2006,20661714,130,74,
2007,21182162,117,67,
2008,21703571,101,60,
2009,22229625,88,54,
2010,22763008,73,49,
2011,23304206,72,49,
2012,23852409,70,49,
1990,7844516,665,710,
1991,8038236,638,736,
1992,8229480,625,756,
1993,8423058,623,772,
1994,8625477,616,782,
1995,8841338,605,788,
1996,9073311,589,790,
1997,9320089,574,784,
1998,9577483,555,766,
1999,9839179,541,742,
2000,10100981,524,713,
2001,10362137,501,678,
2002,10625423,474,645,
2003,10894519,450,617,
2004,11174650,431,591,
2005,11470022,406,566,
2006,11781612,384,543,
2007,12109620,376,521,
2008,12456527,401,500,
2009,12825031,400,482,
2010,13216985,387,462,
2011,13633796,379,444,
2012,14075099,388,427,
1990,10461782,323,296,
1991,10733048,307,328,
1992,10981267,297,362,
1993,11210802,285,399,
1994,11428655,283,439,
1995,11639364,295,483,
1996,11846110,313,531,
1997,12045813,332,579,
1998,12229500,359,633,
1999,12384727,378,684,
2000,12503652,389,726,
2001,12586763,401,764,
2002,12640922,411,790,
2003,12673103,424,804,
2004,12693047,446,807,
2005,12710589,473,799,
2006,12724308,489,782,
2007,12740160,483,754,
2008,12784041,445,716,
2009,12888918,423,668,
2010,13076978,438,633,
2011,13358738,458,603,
2012,13724317,433,562,
